---
timestamp: 2025-08-28 00:00:00
competition: ucl
year: 2025
simulations: 25000
---
t1,t2,home,away,total
4,13,3083,2939,6022
4,14,3316,3316,6632
4,15,2995,2953,5948
4,16,3341,3516,6857
4,17,2756,2700,5456
4,18,0,0,0
4,19,2945,2974,5919
4,20,2988,2994,5982
4,21,3468,3269,6737
4,22,3066,3157,6223
4,23,2995,3060,6055
4,24,2999,3081,6080
4,25,3071,3101,6172
4,26,3418,3314,6732
4,27,2958,3030,5988
4,28,3255,3200,6455
4,29,3070,3010,6080
4,30,2976,3164,6140
4,31,3038,3108,6146
4,32,3739,3385,7124
4,33,0,0,0
4,34,2893,3048,5941
4,35,3021,3005,6026
5,6,3799,3773,7572
5,7,2774,2786,5560
5,8,2709,2868,5577
5,9,4416,4506,8922
5,10,3793,3731,7524
5,11,3677,3906,7583
5,12,2752,2642,5394
5,13,0,0,0
5,14,3823,3821,7644
5,15,0,0,0
5,16,3712,3602,7314
5,17,2777,2742,5519
5,18,4723,4683,9406
5,19,2851,2816,5667
5,20,2850,2799,5649
5,21,0,0,0
5,22,2872,2774,5646
5,23,2850,2806,5656
5,24,2855,2884,5739
5,25,2807,2853,5660
5,26,3142,3335,6477
5,27,2376,2387,4763
5,28,2780,2648,5428
5,29,2508,2280,4788
5,30,2470,2355,4825
5,31,2447,2300,4747
5,32,3394,3672,7066
5,33,4173,4617,8790
5,34,2376,2360,4736
5,35,2426,2331,4757
6,7,4351,4403,8754
6,8,4403,4313,8716
6,9,0,0,0
6,10,3374,3379,6753
6,11,3397,3356,6753
6,12,2726,2684,5410
6,13,2863,3018,5881
6,14,3410,3239,6649
6,15,3074,3027,6101
6,16,3454,3488,6942
6,17,2652,2759,5411
6,18,0,0,0
6,19,3099,3040,6139
6,20,3045,3128,6173
6,21,3372,3234,6606
6,22,2939,2932,5871
6,23,2969,3120,6089
6,24,2965,3136,6101
6,25,3001,3028,6029
6,26,3560,3332,6892
6,27,3044,3154,6198
6,28,3324,3325,6649
6,29,3060,2935,5995
6,30,2980,3070,6050
6,31,2858,3035,5893
6,32,3629,3396,7025
6,33,0,0,0
6,34,3008,3025,6033
6,35,3047,3010,6057
7,8,3069,3174,6243
7,9,4199,4261,8460
7,10,0,0,0
7,11,4072,4034,8106
7,12,2987,2944,5931
7,13,3321,3352,6673
7,14,4011,4065,8076
7,15,3391,3317,6708
7,16,0,0,0
7,17,2969,2977,5946
7,18,3796,3818,7614
7,19,2557,2484,5041
7,20,2544,2556,5100
7,21,2921,2979,5900
7,22,2641,2522,5163
7,23,2570,2561,5131
7,24,2568,2546,5114
7,25,2556,2495,5051
7,26,2797,2989,5786
7,27,2527,2400,4927
7,28,2754,2887,5641
7,29,2494,2593,5087
7,30,2552,2437,4989
7,31,2483,2533,5016
7,32,3336,3373,6709
7,33,3818,3796,7614
7,34,2504,2465,4969
7,35,2482,2466,4948
8,9,4315,3883,8198
8,10,3934,4099,8033
8,11,0,0,0
8,12,2994,3116,6110
8,13,3286,3455,6741
8,14,0,0,0
8,15,3373,3458,6831
8,16,4078,3954,8032
8,17,2970,2985,5955
8,18,3891,3695,7586
8,19,2499,2655,5154
8,20,2478,2552,5030
8,21,2918,2972,5890
8,22,2536,2518,5054
8,23,2573,2564,5137
8,24,2506,2501,5007
8,25,2614,2561,5175
8,26,2935,2932,5867
8,27,3035,2882,5917
8,28,3317,3430,6747
8,29,2891,2997,5888
8,30,2898,2861,5759
8,31,2830,2990,5820
8,32,0,0,0
8,33,4120,3828,7948
8,34,2950,2939,5889
8,35,2909,3023,5932
9,10,3199,3087,6286
9,11,3217,3285,6502
9,12,2748,2705,5453
9,13,3274,3363,6637
9,14,3271,3221,6492
9,15,3271,3317,6588
9,16,3181,3219,6400
9,17,2789,2753,5542
9,18,0,0,0
9,19,2969,2989,5958
9,20,2891,2964,5855
9,21,3819,3772,7591
9,22,3370,3369,6739
9,23,2989,3024,6013
9,24,3001,2947,5948
9,25,2906,3015,5921
9,26,3005,2870,5875
9,27,2953,3047,6000
9,28,2988,2779,5767
9,29,3022,3003,6025
9,30,3399,3500,6899
9,31,3000,3020,6020
9,32,3699,3604,7303
9,33,0,0,0
9,34,2895,3042,5937
9,35,2994,2955,5949
10,11,3799,3722,7521
10,12,3435,3384,6819
10,13,3782,3878,7660
10,14,3691,3526,7217
10,15,3897,3815,7712
10,16,0,0,0
10,17,3259,3426,6685
10,18,2825,2768,5593
10,19,2595,2717,5312
10,20,2685,2636,5321
10,21,3419,3348,6767
10,22,2958,2912,5870
10,23,2613,2659,5272
10,24,2573,2552,5125
10,25,2640,2716,5356
10,26,2642,2642,5284
10,27,2610,2656,5266
10,28,2614,2692,5306
10,29,2640,2695,5335
10,30,3028,2962,5990
10,31,2685,2662,5347
10,32,3180,3105,6285
10,33,2871,2884,5755
10,34,2597,2633,5230
10,35,2725,2661,5386
11,12,3287,3267,6554
11,13,3962,3800,7762
11,14,0,0,0
11,15,3794,3838,7632
11,16,3606,3681,7287
11,17,3294,3348,6642
11,18,2770,2809,5579
11,19,2594,2565,5159
11,20,2663,2545,5208
11,21,3333,3375,6708
11,22,3002,2962,5964
11,23,2671,2697,5368
11,24,2647,2709,5356
11,25,2609,2640,5249
11,26,2661,2648,5309
11,27,3090,3113,6203
11,28,3067,2986,6053
11,29,3002,3072,6074
11,30,3483,3330,6813
11,31,3022,3114,6136
11,32,0,0,0
11,33,3208,3247,6455
11,34,3039,3003,6042
11,35,3039,3085,6124
12,13,3129,3054,6183
12,14,3315,3253,6568
12,15,3175,3229,6404
12,16,3370,3299,6669
12,17,2605,2645,5250
12,18,3642,3622,7264
12,19,2889,2837,5726
12,20,2875,2893,5768
12,21,4132,4213,8345
12,22,0,0,0
12,23,2913,2840,5753
12,24,2828,2817,5645
12,25,2850,2838,5688
12,26,2821,2890,5711
12,27,2581,2418,4999
12,28,2497,2563,5060
12,29,2546,2476,5022
12,30,2786,2729,5515
12,31,2482,2426,4908
12,32,3794,3952,7746
12,33,3169,3326,6495
12,34,2533,2527,5060
12,35,2562,2533,5095
13,14,3813,3839,7652
13,15,0,0,0
13,16,3921,3870,7791
13,17,3121,3094,6215
13,18,3511,3506,7017
13,19,3007,3059,6066
13,20,3014,3061,6075
13,21,0,0,0
13,22,3412,3400,6812
13,23,3023,2923,5946
13,24,2988,3007,5995
13,25,3076,2965,6041
13,26,2919,3029,5948
13,27,2677,2653,5330
13,28,2615,2524,5139
13,29,2625,2661,5286
13,30,2899,2925,5824
13,31,2656,2646,5302
13,32,3322,3513,6835
13,33,3025,2876,5901
13,34,2564,2622,5186
13,35,2567,2530,5097
14,15,3975,3757,7732
14,16,3733,3796,7529
14,17,3403,3307,6710
14,18,2887,2826,5713
14,19,2691,2627,5318
14,20,2612,2717,5329
14,21,3261,3351,6612
14,22,2895,3008,5903
14,23,2644,2566,5210
14,24,2736,2710,5446
14,25,2600,2595,5195
14,26,2624,2550,5174
14,27,2936,3053,5989
14,28,3062,3137,6199
14,29,3004,3069,6073
14,30,3503,3397,6900
14,31,3038,3028,6066
14,32,0,0,0
14,33,3303,3119,6422
14,34,3095,3090,6185
14,35,3009,3057,6066
15,16,3880,3720,7600
15,17,3114,3118,6232
15,18,3487,3368,6855
15,19,3068,3041,6109
15,20,3075,3016,6091
15,21,0,0,0
15,22,3326,3372,6698
15,23,2924,3036,5960
15,24,3029,3035,6064
15,25,2968,2974,5942
15,26,3073,3108,6181
15,27,2626,2572,5198
15,28,2619,2622,5241
15,29,2651,2530,5181
15,30,2939,2965,5904
15,31,2542,2595,5137
15,32,3470,3433,6903
15,33,3029,2893,5922
15,34,2555,2659,5214
15,35,2519,2681,5200
16,17,3365,3259,6624
16,18,2689,2827,5516
16,19,2576,2636,5212
16,20,2643,2629,5272
16,21,3376,3317,6693
16,22,3089,2941,6030
16,23,2605,2643,5248
16,24,2680,2639,5319
16,25,2718,2711,5429
16,26,2574,2607,5181
16,27,2593,2667,5260
16,28,2561,2651,5212
16,29,2623,2631,5254
16,30,2913,3142,6055
16,31,2608,2688,5296
16,32,3296,3043,6339
16,33,2808,2816,5624
16,34,2806,2686,5492
16,35,2742,2626,5368
17,18,3139,3224,6363
17,19,2561,2479,5040
17,20,2492,2489,4981
17,21,3610,3574,7184
17,22,2898,2986,5884
17,23,2568,2562,5130
17,24,2468,2534,5002
17,25,2583,2496,5079
17,26,2631,2606,5237
17,27,2884,2771,5655
17,28,2927,2996,5923
17,29,2837,2813,5650
17,30,0,0,0
17,31,2917,2771,5688
17,32,4189,4300,8489
17,33,3537,3789,7326
17,34,2866,2688,5554
17,35,2793,2822,5615
18,19,3553,3622,7175
18,20,3638,3600,7238
18,21,2481,2465,4946
18,22,2977,3011,5988
18,23,3048,3156,6204
18,24,3092,3022,6114
18,25,3124,3191,6315
18,26,3037,2883,5920
18,27,3081,3266,6347
18,28,3429,3192,6621
18,29,3108,3231,6339
18,30,3202,3031,6233
18,31,3084,3194,6278
18,32,2755,2640,5395
18,33,0,0,0
18,34,3161,3165,6326
18,35,3130,3231,6361
19,20,0,0,0
19,21,3684,3631,7315
19,22,3503,3587,7090
19,23,3588,3517,7105
19,24,3522,3556,7078
19,25,3531,3479,7010
19,26,3500,3627,7127
19,27,2706,2646,5352
19,28,3083,3130,6213
19,29,2684,2654,5338
19,30,2656,2672,5328
19,31,2765,2555,5320
19,32,2781,2836,5617
19,33,3007,3096,6103
19,34,2564,2680,5244
19,35,2704,2681,5385
20,21,3640,3669,7309
20,22,3536,3561,7097
20,23,3481,3549,7030
20,24,3539,3420,6959
20,25,3579,3555,7134
20,26,3575,3558,7133
20,27,2703,2741,5444
20,28,2958,3098,6056
20,29,2697,2624,5321
20,30,2647,2706,5353
20,31,2702,2658,5360
20,32,2763,2770,5533
20,33,3081,3011,6092
20,34,2755,2692,5447
20,35,2644,2650,5294
21,22,3069,3031,6100
21,23,3056,3017,6073
21,24,3062,3080,6142
21,25,2997,3019,6016
21,26,3001,2998,5999
21,27,2853,2701,5554
21,28,3200,3185,6385
21,29,2698,2854,5552
21,30,2608,2718,5326
21,31,2768,2791,5559
21,32,2562,2470,5032
21,33,2795,2681,5476
21,34,2694,2760,5454
21,35,2772,2790,5562
22,23,2988,2924,5912
22,24,2940,3023,5963
22,25,2906,2915,5821
22,26,2926,3003,5929
22,27,2647,2630,5277
22,28,3158,3084,6242
22,29,2691,2669,5360
22,30,2748,2742,5490
22,31,2633,2670,5303
22,32,2670,2671,5341
22,33,3106,3126,6232
22,34,2669,2674,5343
22,35,2628,2684,5312
23,24,2937,2902,5839
23,25,2880,2949,5829
23,26,2970,2938,5908
23,27,2545,2687,5232
23,28,3113,3082,6195
23,29,2600,2557,5157
23,30,2713,2680,5393
23,31,2590,2621,5211
23,32,2703,2841,5544
23,33,3331,3237,6568
23,34,2659,2643,5302
23,35,2696,2602,5298
24,25,2922,2926,5848
24,26,3025,2932,5957
24,27,2677,2599,5276
24,28,3046,3060,6106
24,29,2645,2679,5324
24,30,2687,2707,5394
24,31,2712,2657,5369
24,32,2795,2787,5582
24,33,3087,3200,6287
24,34,2667,2643,5310
24,35,2634,2618,5252
25,26,2916,3011,5927
25,27,2763,2581,5344
25,28,2963,3119,6082
25,29,2689,2583,5272
25,30,2621,2693,5314
25,31,2698,2640,5338
25,32,2766,2819,5585
25,33,3121,3250,6371
25,34,2635,2677,5312
25,35,2694,2588,5282
26,27,2975,3099,6074
26,28,0,0,0
26,29,3138,3099,6237
26,30,3068,3001,6069
26,31,2998,3164,6162
26,32,3155,3116,6271
26,33,3422,3349,6771
26,34,3146,3016,6162
26,35,3048,3106,6154
27,28,3139,3165,6304
27,29,3123,3057,6180
27,30,3071,3113,6184
27,31,2992,2955,5947
27,32,3180,3223,6403
27,33,3297,3335,6632
27,34,3014,3031,6045
27,35,3134,3071,6205
28,29,3184,3217,6401
28,30,3193,3221,6414
28,31,3149,3180,6329
28,32,3081,2938,6019
28,33,2894,2913,5807
28,34,3194,3215,6409
28,35,3090,3127,6217
29,30,3136,3081,6217
29,31,3072,3016,6088
29,32,3189,3291,6480
29,33,3235,3236,6471
29,34,3013,3033,6046
29,35,3031,2986,6017
30,31,3029,3055,6084
30,32,3274,3113,6387
30,33,3062,3253,6315
30,34,3049,3076,6125
30,35,3121,3053,6174
31,32,3266,3358,6624
31,33,3377,3228,6605
31,34,3037,3038,6075
31,35,3064,3084,6148
32,33,2383,2532,4915
32,34,3341,3305,6646
32,35,3303,3123,6426
33,34,3213,3285,6498
33,35,3240,3417,6657
34,35,2967,3089,6056
