---
timestamp: 2025-08-29 00:00:00
competition: uel
year: 2025
simulations: 25000
---
t1,t2,home,away,total
5,15,2616,2739,5355
5,16,3086,3115,6201
5,17,2684,2643,5327
5,18,2743,2663,5406
5,19,2616,2654,5270
5,20,2701,2649,5350
5,21,2689,2603,5292
5,22,2663,2635,5298
5,23,2902,3041,5943
5,24,2985,3078,6063
5,25,2596,2687,5283
5,26,3105,2990,6095
5,27,2941,2911,5852
5,28,2965,2901,5866
5,29,2638,2621,5259
5,30,2592,2731,5323
5,31,2612,2624,5236
5,32,3003,3063,6066
5,33,3067,2957,6024
5,34,2631,2609,5240
5,35,2551,2583,5134
6,7,3178,3139,6317
6,8,3147,3034,6181
6,9,2662,2693,5355
6,10,3041,3055,6096
6,11,2660,2660,5320
6,12,3063,3012,6075
6,13,2680,2619,5299
6,14,2546,2722,5268
6,15,2640,2706,5346
6,16,3026,2970,5996
6,17,2682,2563,5245
6,18,2696,2578,5274
6,19,2710,2564,5274
6,20,2666,2689,5355
6,21,2656,2672,5328
6,22,2521,2659,5180
6,23,3038,3124,6162
6,24,3080,2977,6057
6,25,2694,2676,5370
6,26,2939,3061,6000
6,27,3350,3408,6758
6,28,0,0,0
6,29,3070,2894,5964
6,30,2866,2946,5812
6,31,2974,3041,6015
6,32,3394,3433,6827
6,33,3434,3386,6820
6,34,3044,2897,5941
6,35,2868,2995,5863
7,8,3106,3163,6269
7,9,2564,2586,5150
7,10,3081,3012,6093
7,11,2686,2674,5360
7,12,3040,2957,5997
7,13,2720,2678,5398
7,14,2619,2766,5385
7,15,2690,2673,5363
7,16,2968,3079,6047
7,17,2632,2575,5207
7,18,2984,2982,5966
7,19,2973,2984,5957
7,20,3035,3011,6046
7,21,2957,3115,6072
7,22,3067,3040,6107
7,23,3500,3427,6927
7,24,0,0,0
7,25,2973,2948,5921
7,26,3511,3493,7004
7,27,2941,2975,5916
7,28,2979,3001,5980
7,29,2577,2581,5158
7,30,2605,2527,5132
7,31,2672,2635,5307
7,32,3015,3022,6037
7,33,2994,3042,6036
7,34,2602,2638,5240
7,35,2615,2579,5194
8,9,2694,2739,5433
8,10,3032,2925,5957
8,11,2653,2564,5217
8,12,2944,3061,6005
8,13,2668,2679,5347
8,14,2669,2650,5319
8,15,2665,2734,5399
8,16,2963,3034,5997
8,17,2712,2614,5326
8,18,3145,3097,6242
8,19,3060,2963,6023
8,20,3011,3094,6105
8,21,2847,2970,5817
8,22,2985,2991,5976
8,23,0,0,0
8,24,3459,3457,6916
8,25,2960,3050,6010
8,26,3533,3378,6911
8,27,2922,2961,5883
8,28,2968,2951,5919
8,29,2669,2585,5254
8,30,2633,2610,5243
8,31,2578,2520,5098
8,32,2950,3011,5961
8,33,2947,3115,6062
8,34,2665,2619,5284
8,35,2668,2628,5296
9,10,3144,3122,6266
9,11,3121,3117,6238
9,12,3094,3093,6187
9,13,3117,3196,6313
9,14,3216,3053,6269
9,15,3080,3169,6249
9,16,3050,3187,6237
9,17,3178,3063,6241
9,18,2719,2818,5537
9,19,2703,2734,5437
9,20,2740,2693,5433
9,21,2767,2738,5505
9,22,2743,2763,5506
9,23,2643,2698,5341
9,24,2761,2693,5454
9,25,2714,2742,5456
9,26,3210,3121,6331
9,27,2777,2889,5666
9,28,2657,2731,5388
9,29,2610,2667,5277
9,30,3205,3064,6269
9,31,2823,2719,5542
9,32,2727,2765,5492
9,33,2642,2743,5385
9,34,2811,2622,5433
9,35,2748,2800,5548
10,11,3160,3212,6372
10,12,3112,3198,6310
10,13,3150,3119,6269
10,14,3040,3104,6144
10,15,3102,3075,6177
10,16,3142,3059,6201
10,17,3172,3089,6261
10,18,2782,2772,5554
10,19,2689,2792,5481
10,20,2752,2685,5437
10,21,2696,2656,5352
10,22,2749,2793,5542
10,23,2788,2707,5495
10,24,2759,2684,5443
10,25,2736,2774,5510
10,26,3049,3137,6186
10,27,2739,2694,5433
10,28,2760,2757,5517
10,29,2721,2811,5532
10,30,3103,3066,6169
10,31,2731,2743,5474
10,32,2770,2752,5522
10,33,2672,2749,5421
10,34,2791,2696,5487
10,35,2713,2732,5445
11,12,3094,3145,6239
11,13,3132,3021,6153
11,14,3115,3138,6253
11,15,3064,3128,6192
11,16,3091,3132,6223
11,17,3175,3155,6330
11,18,2734,2665,5399
11,19,2770,2673,5443
11,20,2664,2750,5414
11,21,2665,2818,5483
11,22,2643,2768,5411
11,23,2776,2656,5432
11,24,2720,2813,5533
11,25,2771,2710,5481
11,26,3257,3147,6404
11,27,2773,2719,5492
11,28,2703,2768,5471
11,29,2807,2750,5557
11,30,3136,3193,6329
11,31,2686,2733,5419
11,32,2692,2800,5492
11,33,2730,2709,5439
11,34,2730,2698,5428
11,35,2743,2630,5373
12,13,3174,3176,6350
12,14,3096,3117,6213
12,15,3193,3015,6208
12,16,3038,3202,6240
12,17,3063,3190,6253
12,18,3047,3025,6072
12,19,3094,3126,6220
12,20,3115,3199,6314
12,21,3125,3138,6263
12,22,3202,3090,6292
12,23,3115,3188,6303
12,24,3144,3122,6266
12,25,3158,3112,6270
12,26,0,0,0
12,27,2675,2789,5464
12,28,2707,2713,5420
12,29,2728,2741,5469
12,30,3165,3118,6283
12,31,2682,2751,5433
12,32,2749,2752,5501
12,33,2788,2781,5569
12,34,2762,2697,5459
12,35,2744,2658,5402
13,14,3061,3201,6262
13,15,3195,3029,6224
13,16,3138,3123,6261
13,17,3094,3074,6168
13,18,2763,2737,5500
13,19,2715,2734,5449
13,20,2761,2790,5551
13,21,2743,2793,5536
13,22,2581,2676,5257
13,23,2771,2737,5508
13,24,2722,2675,5397
13,25,2830,2734,5564
13,26,3114,3124,6238
13,27,3044,3117,6161
13,28,3107,3148,6255
13,29,3103,3273,6376
13,30,0,0,0
13,31,3016,3144,6160
13,32,3169,3023,6192
13,33,3294,3023,6317
13,34,3096,3161,6257
13,35,3171,3111,6282
14,15,3161,3230,6391
14,16,3164,3135,6299
14,17,3062,3107,6169
14,18,2802,2757,5559
14,19,2676,2736,5412
14,20,2737,2727,5464
14,21,2780,2699,5479
14,22,2782,2676,5458
14,23,2666,2728,5394
14,24,2724,2766,5490
14,25,2743,2761,5504
14,26,3090,3150,6240
14,27,2808,2748,5556
14,28,2770,2717,5487
14,29,2780,2651,5431
14,30,3158,3071,6229
14,31,2720,2762,5482
14,32,2699,2708,5407
14,33,2700,2811,5511
14,34,2653,2725,5378
14,35,2712,2807,5519
15,16,3152,3108,6260
15,17,3202,3097,6299
15,18,2736,2875,5611
15,19,2714,2749,5463
15,20,2820,2691,5511
15,21,2734,2701,5435
15,22,2737,2791,5528
15,23,2711,2675,5386
15,24,2703,2712,5415
15,25,2698,2805,5503
15,26,3147,3001,6148
15,27,2774,2594,5368
15,28,2752,2766,5518
15,29,2755,2695,5450
15,30,3137,3153,6290
15,31,2779,2803,5582
15,32,2631,2671,5302
15,33,2763,2796,5559
15,34,2688,2812,5500
15,35,2721,2710,5431
16,17,3054,3225,6279
16,18,2700,2649,5349
16,19,2795,2723,5518
16,20,2747,2673,5420
16,21,2676,2792,5468
16,22,2748,2732,5480
16,23,2766,2850,5616
16,24,2741,2735,5476
16,25,2689,2727,5416
16,26,3138,3119,6257
16,27,2751,2710,5461
16,28,2706,2752,5458
16,29,2742,2668,5410
16,30,3047,3171,6218
16,31,2776,2744,5520
16,32,2814,2825,5639
16,33,2678,2603,5281
16,34,2737,2783,5520
16,35,2749,2744,5493
17,18,2717,2702,5419
17,19,2844,2733,5577
17,20,2664,2792,5456
17,21,2814,2665,5479
17,22,2815,2711,5526
17,23,2764,2761,5525
17,24,2726,2800,5526
17,25,2661,2635,5296
17,26,2995,3201,6196
17,27,2659,2740,5399
17,28,2838,2648,5486
17,29,2754,2744,5498
17,30,3049,3164,6213
17,31,2787,2601,5388
17,32,2749,2704,5453
17,33,2733,2785,5518
17,34,2732,2806,5538
17,35,2699,2808,5507
18,19,0,0,0
18,20,3559,3609,7168
18,21,3521,3483,7004
18,22,3582,3566,7148
18,23,3606,3677,7283
18,24,3582,3568,7150
18,25,3575,3485,7060
18,26,3575,3612,7187
18,27,2712,2739,5451
18,28,2635,2786,5421
18,29,3154,3140,6294
18,30,2756,2699,5455
18,31,2710,2769,5479
18,32,2724,2794,5518
18,33,2809,2651,5460
18,34,2765,2753,5518
18,35,2735,2669,5404
19,20,3564,3594,7158
19,21,3646,3488,7134
19,22,3622,3538,7160
19,23,3645,3518,7163
19,24,3584,3680,7264
19,25,3493,3566,7059
19,26,3446,3616,7062
19,27,2681,2763,5444
19,28,2769,2710,5479
19,29,3176,3097,6273
19,30,2763,2713,5476
19,31,2764,2748,5512
19,32,2688,2771,5459
19,33,2664,2726,5390
19,34,2720,2769,5489
19,35,2775,2703,5478
20,21,2965,2952,5917
20,22,2996,2978,5974
20,23,2962,3020,5982
20,24,3006,2976,5982
20,25,2941,2951,5892
20,26,2927,3000,5927
20,27,2691,2796,5487
20,28,2692,2703,5395
20,29,3115,3082,6197
20,30,2705,2647,5352
20,31,2709,2790,5499
20,32,2807,2688,5495
20,33,2779,2765,5544
20,34,2761,2733,5494
20,35,2741,2796,5537
21,22,2975,2918,5893
21,23,2968,2967,5935
21,24,2952,2964,5916
21,25,3071,3009,6080
21,26,3111,3010,6121
21,27,3146,3080,6226
21,28,3174,3083,6257
21,29,0,0,0
21,30,3145,3139,6284
21,31,3148,3126,6274
21,32,3171,3085,6256
21,33,3069,3210,6279
21,34,3020,3136,6156
21,35,3127,3141,6268
22,23,2963,2957,5920
22,24,3038,2951,5989
22,25,3023,3000,6023
22,26,2976,2917,5893
22,27,2772,2685,5457
22,28,2727,2810,5537
22,29,3124,3149,6273
22,30,2647,2797,5444
22,31,2767,2630,5397
22,32,2708,2683,5391
22,33,2740,2819,5559
22,34,2740,2726,5466
22,35,2775,2701,5476
23,24,2958,2918,5876
23,25,2969,2967,5936
23,26,2934,2971,5905
23,27,2772,2687,5459
23,28,2782,2738,5520
23,29,3133,3072,6205
23,30,2730,2808,5538
23,31,2734,2779,5513
23,32,2753,2692,5445
23,33,2735,2707,5442
23,34,2699,2669,5368
23,35,2662,2848,5510
24,25,2956,2978,5934
24,26,2987,2902,5889
24,27,2724,2735,5459
24,28,2691,2749,5440
24,29,3166,3085,6251
24,30,2740,2753,5493
24,31,2761,2753,5514
24,32,2711,2732,5443
24,33,2725,2673,5398
24,34,2737,2776,5513
24,35,2745,2744,5489
25,26,3044,2972,6016
25,27,2805,2734,5539
25,28,2770,2725,5495
25,29,3058,3208,6266
25,30,2812,2695,5507
25,31,2692,2722,5414
25,32,2718,2795,5513
25,33,2733,2733,5466
25,34,2778,2691,5469
25,35,2634,2697,5331
26,27,2697,2781,5478
26,28,2760,2696,5456
26,29,3074,3167,6241
26,30,2702,2749,5451
26,31,2715,2683,5398
26,32,2720,2760,5480
26,33,2746,2716,5462
26,34,2780,2747,5527
26,35,2806,2701,5507
27,28,3025,2920,5945
27,29,2952,3093,6045
27,30,2927,2954,5881
27,31,3010,2975,5985
27,32,3629,3559,7188
27,33,3537,3541,7078
27,34,2962,2944,5906
27,35,2958,3014,5972
28,29,2902,2936,5838
28,30,2966,2953,5919
28,31,3012,2987,5999
28,32,3701,3625,7326
28,33,3572,3492,7064
28,34,2946,2997,5943
28,35,2981,2985,5966
29,30,3059,2990,6049
29,31,2934,3033,5967
29,32,3600,3640,7240
29,33,3498,3580,7078
29,34,2978,2920,5898
29,35,2902,2983,5885
30,31,2985,2952,5937
30,32,3549,3542,7091
30,33,3539,3649,7188
30,34,2950,3005,5955
30,35,3080,2900,5980
31,32,3497,3545,7042
31,33,3537,3561,7098
31,34,3018,3015,6033
31,35,3001,2938,5939
32,33,0,0,0
32,34,3560,3442,7002
32,35,3529,3582,7111
33,34,3606,3699,7305
33,35,3571,3618,7189
34,35,2978,2980,5958
